x y
37.91270281543094 0.00026693521067500114
103.01961613455438 0.00047900360077619554
143.86629871044352 0.0006247468292713166
256.874353036275 0.0009563376195728778
373.1827055451866 0.0012635841965675354
575.4948654716089 0.0017831167671829462
610.3675728937825 0.001808098377659917
1407.48094047024 0.0036005389876663683
1982.8400422763957 0.004804229596629739
2140.666853952137 0.005057202000170946
3180.5484910038895 0.007079309411346912
7082.965650802562 0.014182306965813041
7640.37618508878 0.015345505205914378
9846.592841192398 0.019235600810498
15598.971178262998 0.02984423702582717
26545.468141819085 0.04676034222356975
46985.41412375076 0.08068442661315203
90472.03609124602 0.1515497697982937
218259.29204522565 0.3476584066171199
303879.02179298375 0.4821706148330122
994212.5363592021 1.4157780719920994
1008975.2318815308 1.451889980584383
4461439.807844033 5.699106892431155
19783989.434978973 22.483480861061253
